course_name,Course_link
"Professional Accounting and Finance MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/professional-accounting-and-finance-msc/january-2023
"Professional Doctorate - Doctor of Hearing Therapy -
Research degrees/PhD",https://www.aston.ac.uk/study/courses/professional-doctorate-doctor-hearing-therapy/october-2022
"Professional Engineering (Control/Technical Support Engineer) BEng Degree Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/professional-engineering-controltechnical-support-engineer-beng-degree-apprenticeship
"Professional Engineering BEng -
Work-based learning",https://www.aston.ac.uk/study/courses/professional-engineering-beng
"Professional Engineering MSc -
Work-based learning",https://www.aston.ac.uk/study/courses/professional-engineering-msc/january-2022
"Project Manager Degree Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/project-manager-degree-apprenticeship/september-2022
"Psychiatric Pharmacy PgDip -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/psychiatric-pharmacy-pgdip/june-2022
"Psychiatric Pharmacy Practice MSc -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/psychiatric-pharmacy-practice-msc
"Psychiatric Therapeutics PgCert -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/psychiatric-therapeutics-pgcert/january-2022
"Psychology (Conversion) MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/psychology-conversion-msc/september-2022
"Psychology and Business BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/psychology-and-business-bsc/september-2022
"Psychology and Marketing BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/psychology-and-marketing-bsc/september-2022
"Psychology and Sociology BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/psychology-and-sociology-bsc/september-2022
"Psychology BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/psychology-bsc/september-2022
"Quantity Surveying BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/quantity-surveying-bsc/september-2022
"Refractive Surgery - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/refractive-surgery-standalone-module/october-2022
"Refractive Surgery 2 - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/refractive-surgery-2-standalone-module/march-2022
"Research Scientist MRes Degree Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/research-scientist-mres-degree-apprenticeship/september-2022
"Retinal and Macular Disorders - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/retinal-and-macular-disorders-standalone-module/march-2023
"Schizophrenia - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/schizophrenia-standalone-module/may-2022
"Science Industry Process/Plant Engineer BEng Degree Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/science-industry-processplant-engineer-beng-degree-apprenticeship/october-2022
"Skills Bootcamp in Software Engineering -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/skills-bootcamp-software-engineering
"Sociology and English Language BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/sociology-and-english-language-bsc/september-2022
"Sociology and Social Policy BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/sociology-and-social-policy-bsc/september-2022
"Sociology BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/sociology-bsc/september-2022
"Stem Cells and Regenerative Medicine MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/stem-cells-and-regenerative-medicine-msc/september-2022
"Strategic Digital Marketing MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategic-digital-marketing-msc/september-2022
"Strategic Digital Marketing MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategic-digital-marketing-msc/january-2023
"Strategic Marketing Management MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategic-marketing-management-msc/september-2022
"Strategic Marketing Management MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategic-marketing-management-msc/january-2023
"Strategy and Analytics MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategy-and-analytics-msc/september-2022
"Strategy and Entrepreneurship MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategy-and-entrepreneurship-msc/september-2022
"Strategy and International Business MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategy-and-international-business-msc/september-2022
"Strategy and Leadership MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/strategy-and-leadership-msc/september-2022
"Supply Chain Leadership & Management -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/supply-chain-leadership-management
"Supply Chain Management (Professional Practice) BSc Degree Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/supply-chain-management-professional-practice-bsc-degree-apprenticeship
"Supply Chain Management MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/supply-chain-management-msc/january-2023
"Supply Chain Management MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/supply-chain-management-msc/september-2022
"Sustainable Engineering (including Professional Practice) MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/sustainable-engineering-including-professional-practice-msc/september-2022
"Sustainable Engineering MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/node/1727
"Teaching English to Speakers of Other Languages (TESOL) MA -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/teaching-english-speakers-other-languages-tesol-ma/september-2022
"Teaching English to Speakers of Other Languages (TESOL) MA -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/teaching-english-speakers-other-languages-tesol-ma/january-2023
"Teaching English to Speakers of Other Languages (TESOL) MA (Distance Learning) -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/teaching-english-speakers-other-languages-tesol-ma-distance-learning/september-2022
"TESOL (Teaching English to Speakers of Other Languages) and Translation Studies MA -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/tesol-teaching-english-speakers-other-languages-and-translation-studies-ma/september-2022
"The Affective Disorders - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/affective-disorders-standalone-module/july-2022
"The Aston Executive Leadership Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/level-7-senior-leader-apprenticeship
"The Dementias and Related Disorders - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/dementias-and-related-disorders-standalone-module/november-2022
"Tinnitus Management - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/tinnitus-management-standalone-module/october-2022
"Translating for Business and International Institutions MA -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/translating-business-and-international-institutions-ma/september-2022
"Transport Management BSc -
Undergraduate degrees",https://www.aston.ac.uk/study/courses/transport-management-bsc/september-2022
"Transport Planning BSc Degree Apprenticeship -
Degree apprenticeships",https://www.aston.ac.uk/study/courses/transport-planning-bsc-degree-apprenticeship/september-2022
"Underlying Principles - Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/underlying-principles-standalone-module/march-2022
"Vestibular Rehabilitation- Standalone module -
Professional courses/CPD",https://www.aston.ac.uk/study/courses/vestibular-rehabilitation-standalone-module/october-2022
"Work Psychology and Business MSc -
Postgraduate MA/MSc courses",https://www.aston.ac.uk/study/courses/work-psychology-and-business-msc/september-2022
